respondent_id,persona,lead_label,q1_role,q2_org_type,q3_fleet_size,q4_experience_years,q5_location,q6_maintenance_strategy,q7_aog_per_month,q8_annual_mro_spend,annual_spend_usd,q9_engines_apu,q9_landing_gear,q9_avionics,q9_hydraulics,q9_airframe_fuselage,q9_cabin_environmental,q9_fuel_systems,q9_electrical,q10_iot_sensors,q10_acars_qar_analysis,q10_ai_ml_analytics,q10_digital_twin,q10_cloud_mro_software,q10_erp_sap,q10_none,q11_digital_maturity,q12_main_barrier,q13_real-time_alerts,q13_rul_prediction,q13_digital_twin,q13_auto_work_orders,q13_parts_inventory_forecasting,q13_fleet_health_ranking,q13_compliance_reporting,q13_api_erp_integration,q14_deployment_pref,q15_budget_per_aircraft,budget_per_aircraft_usd,q16_pricing_model,q17_decision_maker,q18_procurement_cycle,q19_engine_health_kit,q19_structural_health_kit,q19_avionics_module,q19_ai_analytics_dashboard,q19_digital_twin,q19_compliance_reporting,q19_parts_inventory_optimizer,q19_training_&_onboarding,q20_reduce_aog,q20_extend_component_life,q20_lower_mro_cost,q20_improve_dispatch,q20_regulatory_compliance,q20_parts_inventory_control,q20_reduce_oem_dependency,q21_current_tool_satisfaction,q22_switching_likelihood,q23_aircraft_type,q24_survey_source,q26_attitude_early_adopter,q26_attitude_wait_for_peers,q26_attitude_cost_over_safety,q26_attitude_leadership_champ,q26_attitude_switch_for_ai,q27_airbus_skywise,q27_boeing_analytx,q27_ge_aviation_digital,q27_rr_intelligentengine,q27_lufthansa_aviatar,q27_amos_ramco,q27_none,q27_not_aware,q28_vendor_satisfaction,q29_data_comfort,q30_uae_gcc_data_residency,q30_data_repatriation_on_exit,q30_no_ai_training_on_our_data,q30_iso27001_soc2,q30_gcaa_easa_compliance,q30_end-to-end_encryption,q30_on-prem_option,q30_none_-_trust_saas,q31_min_roi,q32_approval_metric
UAE-1183,Enterprise_Full_Service,Exploring,Procurement/Finance,Commercial airline (full-service),200+,6-10 years,Abu Dhabi,Scheduled/calendar,6-10,>$50M,56876218,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Lack data expertise,1,1,1,0,0,0,0,0,No preference,$8K-$20K,13626,Per-aircraft/year,C-Suite,<1 month,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,5,3,Airbus narrow (A320),LinkedIn/social media,3,3,3,5,3,1,0,1,0,0,1,0,0,No platform,4,1,1,0,1,1,0,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1184,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),200+,11-20 years,Abu Dhabi,Predictive (some AI),1-2,$10M-$50M,38668554,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,6,Lack data expertise,1,0,0,1,0,1,0,0,Hybrid,>$20K,21393,Per-aircraft/year,IT/Digital lead,>12 months,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,2,7,Boeing wide (B777/B787),Email invite,3,3,3,5,3,1,1,0,1,1,1,0,0,Dissatisfied - poor accuracy,9,1,1,1,0,1,1,0,0,5x+,Audit pass rate
UAE-1185,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),81-200,20+ years,Dubai,Full predictive + digital twin,3-5,$10M-$50M,30601922,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,8,Regulatory concerns,1,1,0,1,0,0,0,0,Hybrid,$8K-$20K,16029,Per-aircraft/year,C-Suite,6-12 months,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,4,5,Boeing wide (B777/B787),Word of mouth,3,3,2,4,4,0,1,1,1,0,1,0,0,Dissatisfied - hard to integrate,9,0,0,0,0,0,1,1,0,2x,AOG reduction %
UAE-1186,Enterprise_Full_Service,Exploring,Fleet/Maintenance Manager,Commercial airline (full-service),11-30,<2 years,Dubai,Scheduled/calendar,3-5,$2M-$10M,6768932,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,7,Lack data expertise,0,1,1,1,0,0,0,0,Hybrid,$8K-$20K,12413,Pay-per-insight,Head of Maintenance/CAMO,3-6 months,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,7,6,Airbus narrow (A320),Email invite,4,4,4,4,4,1,0,1,0,1,1,0,0,Dissatisfied - poor support,8,1,0,1,1,1,0,1,0,2x,Cost saved per aircraft/yr
UAE-1187,Enterprise_Full_Service,Exploring,IT/Digital Lead,Commercial airline (full-service),200+,11-20 years,Abu Dhabi,Predictive (some AI),6-10,>$50M,88463586,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,5,Legacy integration,1,0,1,1,0,0,0,0,Full cloud (SaaS),$3K-$8K,5454,Hardware lease + software,Head of Maintenance/CAMO,>12 months,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,5,4,Airbus wide (A330/A350/A380),LinkedIn/social media,4,3,4,3,3,1,1,0,0,1,0,0,0,Dissatisfied - poor accuracy,5,0,1,0,1,1,1,0,0,1.5x,AOG reduction %
UAE-1188,Enterprise_Full_Service,Exploring,Director/VP Operations,Commercial airline (full-service),1-10,6-10 years,Dubai,Condition-based,1-2,<$500K,209307,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,5,High upfront cost,1,1,0,1,0,0,0,0,No preference,<$1K,537,Hardware lease + software,IT/Digital lead,6-12 months,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,7,7,Boeing narrow (B737),Email invite,4,4,3,5,5,1,0,0,0,0,0,0,0,Dissatisfied - poor support,6,1,0,0,0,1,1,0,0,5x+,AOG reduction %
UAE-1189,Enterprise_Full_Service,Exploring,Director/VP Operations,Independent MRO,81-200,6-10 years,Abu Dhabi,Condition-based,3-5,$10M-$50M,25533034,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,Legacy integration,0,1,1,1,0,0,0,0,Hybrid,>$20K,29420,Hardware lease + software,Procurement/Finance,6-12 months,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,7,5,Boeing wide (B777/B787),LinkedIn/social media,4,3,2,4,5,1,1,0,0,1,0,0,0,Dissatisfied - poor support,7,1,1,0,1,1,1,0,0,1.5x,Dispatch reliability %
UAE-1190,Enterprise_Full_Service,Hot,Fleet/Maintenance Manager,Commercial airline (full-service),200+,11-20 years,Dubai,Reactive,1-2,$10M-$50M,32406167,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,8,Lack data expertise,0,0,1,1,0,0,1,0,Full cloud (SaaS),$3K-$8K,5132,Per-aircraft/year,IT/Digital lead,6-12 months,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,2,7,Airbus wide (A330/A350/A380),Aviation publication,3,3,4,3,3,1,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,8,0,1,1,1,0,1,1,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1191,Enterprise_Full_Service,Warm,Director/VP Operations,Commercial airline (full-service),31-80,11-20 years,Sharjah/Northern Emirates,Condition-based,3-5,$10M-$50M,27968811,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,7,Regulatory concerns,1,1,0,0,1,0,0,0,On-premise,<$1K,540,Per-aircraft/year,IT/Digital lead,6-12 months,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,3,8,Airbus wide (A330/A350/A380),Industry event,4,4,2,4,4,1,1,0,0,0,1,0,0,Dissatisfied - poor support,6,1,1,1,1,1,1,1,0,2x,Cost saved per aircraft/yr
UAE-1192,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),200+,6-10 years,Dubai,Predictive (some AI),3-5,$10M-$50M,23454233,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,7,Regulatory concerns,1,0,1,0,1,0,0,0,On-premise,$3K-$8K,4087,Hardware lease + software,Head of Maintenance/CAMO,3-6 months,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,5,3,Airbus narrow (A320),Aviation publication,2,4,2,3,4,1,1,0,0,0,0,0,0,Satisfied but expensive,6,1,0,0,1,1,0,1,0,2x,AOG reduction %
UAE-1193,Enterprise_Full_Service,Warm,Director/VP Operations,Commercial airline (full-service),200+,6-10 years,Sharjah/Northern Emirates,Scheduled/calendar,0,>$50M,84811014,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,7,Lack data expertise,1,1,0,1,0,0,0,0,Full cloud (SaaS),$8K-$20K,20752,Hardware lease + software,Head of Maintenance/CAMO,6-12 months,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,4,8,Boeing narrow (B737),Word of mouth,3,2,3,4,3,1,1,0,0,0,1,0,0,Very satisfied,4,0,1,0,1,1,1,0,0,2x,Cost saved per aircraft/yr
UAE-1194,Enterprise_Full_Service,Exploring,C-Suite,Commercial airline (full-service),31-80,2-5 years,Other GCC,Condition-based,1-2,$2M-$10M,5977772,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,8,Legacy integration,1,1,1,0,0,0,0,0,Full cloud (SaaS),<$1K,277,Outcome-based,Head of Maintenance/CAMO,6-12 months,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,8,3,Airbus narrow (A320),Email invite,2,4,3,5,4,1,0,1,1,0,0,0,0,Dissatisfied - poor accuracy,5,0,1,0,1,1,1,1,0,5x+,Component lifespan extension
UAE-1195,Enterprise_Full_Service,Hot,Fleet/Maintenance Manager,Low-cost carrier,200+,2-5 years,Dubai,Condition-based,0,$10M-$50M,29312715,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,8,Lack data expertise,1,1,1,0,0,0,0,0,Hybrid,>$20K,25915,Hardware lease + software,Procurement/Finance,>12 months,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,9,Boeing narrow (B737),Industry event,3,3,4,4,4,0,0,1,0,0,1,0,0,Dissatisfied - hard to integrate,5,0,0,0,1,1,0,0,0,3x in 12 months,Audit pass rate
UAE-1196,Enterprise_Full_Service,Warm,MRO Engineer/Technician,Commercial airline (full-service),200+,20+ years,Sharjah/Northern Emirates,Predictive (some AI),6-10,>$50M,79845824,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,8,Legacy integration,0,1,0,1,1,0,0,0,Full cloud (SaaS),$8K-$20K,16269,Per-aircraft/year,Head of Maintenance/CAMO,>12 months,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,4,5,Airbus narrow (A320),LinkedIn/social media,4,3,2,5,2,1,0,0,0,1,1,1,0,Satisfied but expensive,7,1,1,0,1,0,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1197,Enterprise_Full_Service,Exploring,Fleet/Maintenance Manager,Commercial airline (full-service),31-80,11-20 years,Dubai,Scheduled/calendar,3-5,$2M-$10M,4861309,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,7,Regulatory concerns,0,1,0,0,0,0,1,1,Hybrid,$3K-$8K,3970,Per-aircraft/year,Joint committee,6-12 months,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,8,4,Airbus narrow (A320),Industry event,3,3,3,3,3,1,0,1,0,1,1,0,0,Satisfied but expensive,6,1,1,1,0,1,0,1,0,5x+,AOG reduction %
UAE-1198,Enterprise_Full_Service,Warm,MRO Engineer/Technician,Commercial airline (full-service),81-200,11-20 years,Abu Dhabi,Scheduled/calendar,3-5,>$50M,55792391,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,6,Lack data expertise,0,1,0,1,1,0,0,0,No preference,$3K-$8K,8510,Fixed monthly SaaS,Joint committee,6-12 months,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,3,7,Airbus wide (A330/A350/A380),Industry event,3,3,3,5,3,1,0,0,1,0,1,0,0,Satisfied but expensive,8,0,0,1,1,1,1,0,0,ROI not primary,Audit pass rate
UAE-1199,Enterprise_Full_Service,Exploring,Fleet/Maintenance Manager,Commercial airline (full-service),11-30,6-10 years,Outside GCC,Condition-based,1-2,$500K-$2M,1139499,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,Lack data expertise,1,1,0,1,0,0,0,0,Hybrid,$8K-$20K,14618,Hardware lease + software,C-Suite,>12 months,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,4,4,Airbus wide (A330/A350/A380),Industry event,1,1,1,1,1,1,0,1,0,0,0,0,0,Satisfied but expensive,7,0,1,1,1,1,1,0,0,3x in 12 months,AOG reduction %
UAE-1200,Enterprise_Full_Service,Warm,IT/Digital Lead,Aircraft leasing,31-80,20+ years,Outside GCC,Scheduled/calendar,1-2,$2M-$10M,5987524,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,6,Regulatory concerns,1,0,0,1,0,1,0,0,On-premise,$3K-$8K,4739,Fixed monthly SaaS,C-Suite,>12 months,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,4,4,Boeing narrow (B737),Industry event,2,2,4,4,4,0,0,0,1,0,1,0,0,Dissatisfied - hard to integrate,6,0,1,0,0,1,1,0,0,ROI not primary,Dispatch reliability %
UAE-1201,Enterprise_Full_Service,Exploring,Director/VP Operations,Commercial airline (full-service),81-200,<2 years,Other GCC,Scheduled/calendar,1-2,$10M-$50M,30751354,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,6,Lack data expertise,1,1,0,1,0,0,0,0,Hybrid,>$20K,24921,Fixed monthly SaaS,Head of Maintenance/CAMO,6-12 months,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,6,5,Airbus narrow (A320),LinkedIn/social media,2,5,3,4,4,1,0,1,1,1,1,0,0,Dissatisfied - poor accuracy,7,1,1,1,1,1,1,0,0,3x in 12 months,Dispatch reliability %
UAE-1202,Enterprise_Full_Service,Warm,C-Suite,Defence/government,81-200,6-10 years,Other GCC,Condition-based,1-2,$2M-$10M,6034270,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,7,Legacy integration,1,0,0,1,1,0,0,0,On-premise,$8K-$20K,10209,Hardware lease + software,C-Suite,>12 months,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,4,7,Airbus wide (A330/A350/A380),LinkedIn/social media,4,4,3,3,4,1,0,1,1,0,0,0,0,Dissatisfied - hard to integrate,8,0,1,0,1,0,1,1,0,2x,Dispatch reliability %
UAE-1203,Enterprise_Full_Service,Exploring,Fleet/Maintenance Manager,Commercial airline (full-service),200+,6-10 years,Dubai,Condition-based,1-2,$10M-$50M,34042100,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,5,Regulatory concerns,0,0,0,1,1,1,0,0,Hybrid,>$20K,33263,Fixed monthly SaaS,IT/Digital lead,>12 months,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,10,4,Airbus narrow (A320),Industry event,2,3,3,3,4,1,1,1,0,0,1,1,0,Dissatisfied - hard to integrate,6,0,0,1,0,1,1,0,0,ROI not primary,Component lifespan extension
UAE-1204,Enterprise_Full_Service,Exploring,Director/VP Operations,Commercial airline (full-service),81-200,11-20 years,Dubai,Predictive (some AI),1-2,$10M-$50M,36908047,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,6,Legacy integration,1,0,1,0,1,0,0,0,Full cloud (SaaS),$8K-$20K,16178,Hardware lease + software,Head of Maintenance/CAMO,>12 months,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,3,5,Boeing narrow (B737),Industry event,4,3,2,3,3,1,0,1,0,1,1,0,0,No platform,2,1,1,1,1,1,0,0,0,1.5x,Dispatch reliability %
UAE-1205,Enterprise_Full_Service,Exploring,IT/Digital Lead,Commercial airline (full-service),200+,11-20 years,Dubai,Predictive (some AI),1-2,>$50M,74967204,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,4,Regulatory concerns,1,1,0,0,0,0,0,1,Full cloud (SaaS),$8K-$20K,20615,Per-aircraft/year,C-Suite,>12 months,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,6,6,Boeing narrow (B737),Industry event,2,3,3,3,3,1,1,1,1,0,1,0,0,Dissatisfied - hard to integrate,5,1,0,0,1,1,1,0,0,ROI not primary,Component lifespan extension
UAE-1206,Enterprise_Full_Service,Exploring,MRO Engineer/Technician,Charter/private aviation,11-30,6-10 years,Abu Dhabi,Full predictive + digital twin,3-5,<$500K,241228,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,7,High upfront cost,0,0,0,0,1,0,0,1,No preference,$1K-$3K,2136,Pay-per-insight,C-Suite,6-12 months,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,7,5,Airbus wide (A330/A350/A380),LinkedIn/social media,4,3,3,4,4,1,1,1,0,0,0,0,0,Dissatisfied - hard to integrate,7,1,1,1,1,1,1,0,0,2x,Unscheduled maintenance reduction
UAE-1207,Enterprise_Full_Service,Exploring,Director/VP Operations,Commercial airline (full-service),31-80,6-10 years,Abu Dhabi,Scheduled/calendar,1-2,$10M-$50M,28918206,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,6,Regulatory concerns,0,1,1,0,1,0,0,0,Full cloud (SaaS),$1K-$3K,1929,Outcome-based,IT/Digital lead,3-6 months,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,6,3,Airbus wide (A330/A350/A380),Email invite,3,4,3,4,2,1,0,1,1,1,0,0,0,Dissatisfied - poor support,5,0,1,1,1,0,0,0,0,3x in 12 months,Dispatch reliability %
UAE-1208,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Low-cost carrier,11-30,20+ years,Outside GCC,Condition-based,3-5,$500K-$2M,1204753,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,Legacy integration,1,1,0,1,0,0,0,0,Full cloud (SaaS),$1K-$3K,2007,Pay-per-insight,Procurement/Finance,3-6 months,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,4,6,Airbus narrow (A320),Email invite,3,2,3,4,4,1,1,1,1,0,1,0,0,Dissatisfied - poor support,6,1,0,0,0,0,1,0,1,2x,Cost saved per aircraft/yr
UAE-1209,Enterprise_Full_Service,Hot,MRO Engineer/Technician,Commercial airline (full-service),200+,20+ years,Abu Dhabi,Full predictive + digital twin,0,$10M-$50M,27021291,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,8,High upfront cost,1,1,1,0,0,0,0,0,Full cloud (SaaS),$8K-$20K,18303,Hardware lease + software,C-Suite,1-3 months,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,4,9,Boeing narrow (B737),Word of mouth,4,4,4,4,4,0,1,0,1,0,1,0,0,Very satisfied,4,0,1,1,1,1,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1210,Enterprise_Full_Service,Exploring,IT/Digital Lead,Commercial airline (full-service),81-200,6-10 years,Other GCC,Predictive (some AI),6-10,$10M-$50M,23239806,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,5,Lack data expertise,1,1,0,1,0,0,0,0,Hybrid,$8K-$20K,14173,Outcome-based,C-Suite,6-12 months,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,5,5,Airbus wide (A330/A350/A380),LinkedIn/social media,2,3,2,3,5,0,1,0,0,1,1,0,0,Dissatisfied - poor accuracy,3,1,1,0,1,1,1,0,0,2x,Component lifespan extension
UAE-1211,Enterprise_Full_Service,Exploring,MRO Engineer/Technician,Commercial airline (full-service),81-200,20+ years,Dubai,Condition-based,0,$10M-$50M,27352469,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,6,Regulatory concerns,1,0,0,1,0,1,0,0,No preference,$3K-$8K,6139,Outcome-based,C-Suite,6-12 months,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,4,5,Boeing narrow (B737),Aviation publication,3,5,3,4,3,1,0,0,0,0,1,0,0,Satisfied but expensive,4,1,0,0,1,1,1,0,0,5x+,AOG reduction %
UAE-1212,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),1-10,6-10 years,Abu Dhabi,Condition-based,1-2,$10M-$50M,26284039,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,9,Lack data expertise,1,1,1,0,0,0,0,0,No preference,>$20K,51473,Per-aircraft/year,IT/Digital lead,6-12 months,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5,8,Boeing narrow (B737),LinkedIn/social media,2,4,3,4,3,1,0,1,0,0,1,0,0,Dissatisfied - poor accuracy,4,1,0,1,1,1,1,1,0,ROI not primary,Unscheduled maintenance reduction
UAE-1213,Enterprise_Full_Service,Warm,MRO Engineer/Technician,Commercial airline (full-service),200+,6-10 years,Dubai,Condition-based,1-2,$500K-$2M,1341658,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,10,Regulatory concerns,1,0,1,0,1,0,0,0,Hybrid,$8K-$20K,16528,Per-aircraft/year,C-Suite,3-6 months,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,6,6,Airbus wide (A330/A350/A380),Email invite,3,2,2,2,3,0,1,1,0,1,1,0,0,Dissatisfied - poor support,5,1,0,0,1,1,0,0,0,2x,Dispatch reliability %
UAE-1214,Enterprise_Full_Service,Hot,MRO Engineer/Technician,Defence/government,81-200,11-20 years,Dubai,Predictive (some AI),10+,$2M-$10M,5842177,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,7,Lack data expertise,0,1,1,1,0,0,0,0,On-premise,$3K-$8K,5858,Per-aircraft/year,Joint committee,1-3 months,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,7,Boeing narrow (B737),Aviation publication,2,3,2,4,4,0,1,0,0,0,0,0,0,Dissatisfied - poor accuracy,7,0,1,0,1,0,1,1,0,3x in 12 months,AOG reduction %
UAE-1215,Enterprise_Full_Service,Warm,IT/Digital Lead,Commercial airline (full-service),200+,6-10 years,Dubai,Condition-based,6-10,$10M-$50M,33406287,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,7,Legacy integration,0,1,1,0,0,1,0,0,Full cloud (SaaS),$3K-$8K,4983,Fixed monthly SaaS,IT/Digital lead,3-6 months,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,3,4,Airbus narrow (A320),LinkedIn/social media,4,3,2,3,3,0,0,1,0,0,1,0,0,Very satisfied,6,0,1,1,1,0,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1216,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),200+,11-20 years,Abu Dhabi,Condition-based,1-2,>$50M,87009013,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,7,High upfront cost,1,0,0,1,1,0,0,0,Full cloud (SaaS),>$20K,16647,Per-aircraft/year,Head of Maintenance/CAMO,>12 months,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,4,6,Airbus wide (A330/A350/A380),Word of mouth,3,3,3,4,3,1,1,0,1,0,0,0,0,Dissatisfied - hard to integrate,6,1,0,1,1,1,1,0,0,3x in 12 months,Unscheduled maintenance reduction
UAE-1217,Enterprise_Full_Service,Warm,MRO Engineer/Technician,Commercial airline (full-service),200+,20+ years,Dubai,Condition-based,6-10,$10M-$50M,28065752,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,7,Lack data expertise,1,0,1,1,0,0,0,0,Full cloud (SaaS),$3K-$8K,6866,Fixed monthly SaaS,C-Suite,6-12 months,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,5,7,Airbus narrow (A320),LinkedIn/social media,4,3,3,3,4,1,1,0,0,1,1,0,0,Satisfied but expensive,5,1,0,1,1,0,0,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1218,Enterprise_Full_Service,Exploring,Fleet/Maintenance Manager,Low-cost carrier,200+,20+ years,Dubai,Condition-based,3-5,>$50M,93873946,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,6,Lack data expertise,0,0,0,1,1,1,0,0,On-premise,$8K-$20K,12411,Per-aircraft/year,C-Suite,>12 months,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,7,4,Airbus wide (A330/A350/A380),Aviation publication,4,2,3,4,4,1,0,0,1,0,1,0,0,Satisfied but expensive,4,1,1,1,0,1,0,0,0,3x in 12 months,Dispatch reliability %
UAE-1219,Enterprise_Full_Service,Warm,Director/VP Operations,Commercial airline (full-service),200+,11-20 years,Abu Dhabi,Scheduled/calendar,3-5,$10M-$50M,27367215,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,9,High upfront cost,1,1,1,0,0,0,0,0,Full cloud (SaaS),$1K-$3K,1621,Fixed monthly SaaS,IT/Digital lead,>12 months,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,3,6,Airbus narrow (A320),Industry event,3,2,3,3,3,1,1,0,0,0,1,0,0,Dissatisfied - poor accuracy,9,1,0,1,1,0,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1220,Enterprise_Full_Service,Hot,MRO Engineer/Technician,Commercial airline (full-service),31-80,11-20 years,Dubai,Condition-based,0,$500K-$2M,1336151,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,6,Legacy integration,1,1,1,0,0,0,0,0,Hybrid,$3K-$8K,5914,Per-aircraft/year,Head of Maintenance/CAMO,6-12 months,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,4,9,Airbus wide (A330/A350/A380),LinkedIn/social media,3,4,1,3,4,1,0,0,0,1,1,0,0,Dissatisfied - poor support,6,0,0,1,1,1,1,0,0,1.5x,AOG reduction %
UAE-1221,Enterprise_Full_Service,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),81-200,20+ years,Other GCC,Scheduled/calendar,10+,>$50M,64742449,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,8,High upfront cost,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,4882,Pay-per-insight,IT/Digital lead,6-12 months,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,4,7,Boeing narrow (B737),Aviation publication,4,2,2,4,3,0,1,1,0,0,1,0,0,Dissatisfied - poor support,5,0,0,0,1,0,1,1,0,2x,Unscheduled maintenance reduction
UAE-1222,Enterprise_Full_Service,Hot,Procurement/Finance,Commercial airline (full-service),200+,20+ years,Other GCC,Condition-based,3-5,>$50M,86707227,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,8,High upfront cost,1,0,1,0,1,0,0,0,On-premise,$8K-$20K,15023,Outcome-based,Procurement/Finance,6-12 months,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,10,Boeing narrow (B737),LinkedIn/social media,1,4,3,3,4,0,0,0,1,0,1,0,0,Dissatisfied - poor support,5,1,1,0,1,1,1,0,0,2x,AOG reduction %
UAE-1223,Enterprise_Full_Service,Exploring,MRO Engineer/Technician,Aircraft leasing,81-200,20+ years,Dubai,Predictive (some AI),0,$10M-$50M,30280942,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,5,Lack data expertise,1,1,1,0,0,0,0,0,Hybrid,$3K-$8K,8654,Fixed monthly SaaS,Head of Maintenance/CAMO,6-12 months,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,8,5,Airbus narrow (A320),LinkedIn/social media,3,3,2,4,4,1,0,1,1,0,1,0,0,Dissatisfied - hard to integrate,4,0,1,0,0,1,0,1,0,Strategic value,AOG reduction %
UAE-1224,Enterprise_Full_Service,Warm,Procurement/Finance,Independent MRO,81-200,11-20 years,Dubai,Condition-based,3-5,$2M-$10M,6073012,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,6,High upfront cost,1,0,1,1,0,0,0,0,No preference,$1K-$3K,2054,Hardware lease + software,Head of Maintenance/CAMO,3-6 months,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,3,6,Airbus wide (A330/A350/A380),Aviation publication,4,3,3,4,4,1,1,1,0,0,0,0,0,Dissatisfied - poor accuracy,4,1,0,1,1,0,0,1,0,3x in 12 months,Cost saved per aircraft/yr
